name	fips
loup county	31107
mcpherson county	31109
madison county	31111
merrick county	31113
morrill county	31115
nance county	31117
nemaha county	31119
nuckolls county	31121
otoe county	31123
pawnee county	31125
perkins county	31127
phelps county	31129
pierce county	31131
platte county	31133
polk county	31135
red willow county	31137
richardson county	31139
rock county	31141
saline county	31143
sarpy county	31145
saunders county	31147
scotts bluff county	31149
seward county	31151
sheridan county	31153
sherman county	31155
sioux county	31157
stanton county	31159
thayer county	31161
thomas county	31163
thurston county	31165
valley county	31167
washington county	31169
wayne county	31171
webster county	31173
wheeler county	31175
york county	31177
churchill county	31993
clark county	31995
douglas county	31997
elko county	31999
esmeralda county	32001
eureka county	32003
humboldt county	32005
lander county	32007
lincoln county	32009
lyon county	32011
mineral county	32013
nye county	32015
pershing county	32019
storey county	32021
washoe county	32023
white pine county	32025
carson city	32502
belknap county	32993
carroll county	32995
cheshire county	32997
coos county	32999
grafton county	33001
hillsborough county	33003
merrimack county	33005
rockingham county	33007
strafford county	33009
sullivan county	33011
atlantic county	33993
bergen county	33995
burlington county	33997
camden county	33999
cape may county	34001
cumberland county	34003
essex county	34005
gloucester county	34007
hudson county	34009
hunterdon county	34011
mercer county	34013
middlesex county	34015
monmouth county	34017
morris county	34019
ocean county	34021
passaic county	34023
salem county	34025
somerset county	34027
sussex county	34029
union county	34031
warren county	34033
bernalillo county	34993
catron county	34995
chaves county	34997
cibola county	34998
colfax county	34999
curry county	35001
de baca county	35003
doña ana county	35005
eddy county	35007
grant county	35009
guadalupe county	35011
harding county	35013
hidalgo county	35015
lea county	35017
lincoln county	35019
los alamos county	35020
luna county	35021
mckinley county	35023
mora county	35025
otero county	35027
quay county	35029
rio arriba county	35031
roosevelt county	35033
sandoval county	35035
san juan county	35037
san miguel county	35039
santa fe county	35041
sierra county	35043
socorro county	35045
taos county	35047
torrance county	35049
union county	35051
valencia county	35053
albany county	35993
allegany county	35995
bronx county	35997
broome county	35999
cattaraugus county	36001
cayuga county	36003
chautauqua county	36005
chemung county	36007
chenango county	36009
clinton county	36011
columbia county	36013
cortland county	36015
delaware county	36017
dutchess county	36019
erie county	36021
essex county	36023
franklin county	36025
fulton county	36027
genesee county	36029
greene county	36031
hamilton county	36033
herkimer county	36035
jefferson county	36037
kings county	36039
lewis county	36041
livingston county	36043
madison county	36045
monroe county	36047
montgomery county	36049
nassau county	36051
new york county	36053
niagara county	36055
oneida county	36057
onondaga county	36059
ontario county	36061
orange county	36063
orleans county	36065
oswego county	36067
otsego county	36069
putnam county	36071
queens county	36073
rensselaer county	36075
richmond county	36077
rockland county	36079
st. lawrence county	36081
saratoga county	36083
schenectady county	36085
schoharie county	36087
schuyler county	36089
seneca county	36091
steuben county	36093
suffolk county	36095
sullivan county	36097
tioga county	36099
tompkins county	36101
ulster county	36103
warren county	36105
washington county	36107
wayne county	36109
westchester county	36111
wyoming county	36113
yates county	36115
alamance county	36993
alexander county	36995
alleghany county	36997
anson county	36999
ashe county	37001
avery county	37003
beaufort county	37005
bertie county	37007
bladen county	37009
brunswick county	37011
buncombe county	37013
burke county	37015
cabarrus county	37017
caldwell county	37019
camden county	37021
carteret county	37023
caswell county	37025
catawba county	37027
chatham county	37029
cherokee county	37031
chowan county	37033
clay county	37035
cleveland county	37037
columbus county	37039
craven county	37041
cumberland county	37043
currituck county	37045
dare county	37047
davidson county	37049
davie county	37051
duplin county	37053
durham county	37055
edgecombe county	37057
forsyth county	37059
franklin county	37061
gaston county	37063
gates county	37065
graham county	37067
granville county	37069
greene county	37071
guilford county	37073
halifax county	37075
harnett county	37077
haywood county	37079
henderson county	37081
hertford county	37083
hoke county	37085
hyde county	37087
iredell county	37089
jackson county	37091
johnston county	37093
jones county	37095
lee county	37097
lenoir county	37099
lincoln county	37101
mcdowell county	37103
macon county	37105
madison county	37107
martin county	37109
mecklenburg county	37111
mitchell county	37113
montgomery county	37115
moore county	37117
nash county	37119
new hanover county	37121
northampton county	37123
onslow county	37125
orange county	37127
pamlico county	37129
pasquotank county	37131
pender county	37133
perquimans county	37135
person county	37137
pitt county	37139
polk county	37141
randolph county	37143
richmond county	37145
robeson county	37147
rockingham county	37149
rowan county	37151
rutherford county	37153
sampson county	37155
scotland county	37157
stanly county	37159
stokes county	37161
surry county	37163
swain county	37165
transylvania county	37167
tyrrell county	37169
union county	37171
vance county	37173
wake county	37175
warren county	37177
washington county	37179
watauga county	37181
wayne county	37183
wilkes county	37185
wilson county	37187
yadkin county	37189
yancey county	37191
adams county	37993
barnes county	37995
benson county	37997
billings county	37999
bottineau county	38001
bowman county	38003
burke county	38005
burleigh county	38007
cass county	38009
cavalier county	38011
dickey county	38013
divide county	38015
dunn county	38017
eddy county	38019
emmons county	38021
foster county	38023
golden valley county	38025
grand forks county	38027
grant county	38029
griggs county	38031
hettinger county	38033
kidder county	38035
lamoure county	38037
logan county	38039
mchenry county	38041
mcintosh county	38043
mckenzie county	38045
mclean county	38047
mercer county	38049
morton county	38051
mountrail county	38053
nelson county	38055
oliver county	38057
pembina county	38059
pierce county	38061
ramsey county	38063
ransom county	38065
renville county	38067
richland county	38069
rolette county	38071
sargent county	38073
sheridan county	38075
sioux county	38077
slope county	38079
stark county	38081
steele county	38083
stutsman county	38085
towner county	38087
traill county	38089
walsh county	38091
ward county	38093
wells county	38095
williams county	38097
adams county	38993
allen county	38995
ashland county	38997
ashtabula county	38999
athens county	39001
auglaize county	39003
belmont county	39005
brown county	39007
butler county	39009
carroll county	39011
champaign county	39013
clark county	39015
clermont county	39017
clinton county	39019
columbiana county	39021
coshocton county	39023
crawford county	39025
cuyahoga county	39027
darke county	39029
defiance county	39031
delaware county	39033
erie county	39035
fairfield county	39037
fayette county	39039
franklin county	39041
fulton county	39043
gallia county	39045
geauga county	39047
greene county	39049
guernsey county	39051
hamilton county	39053
hancock county	39055
hardin county	39057
harrison county	39059
henry county	39061
highland county	39063
hocking county	39065
holmes county	39067
huron county	39069
jackson county	39071
jefferson county	39073
knox county	39075
lake county	39077
lawrence county	39079
licking county	39081
logan county	39083
lorain county	39085
lucas county	39087
madison county	39089
mahoning county	39091
marion county	39093
medina county	39095
meigs county	39097
mercer county	39099
miami county	39101
monroe county	39103
montgomery county	39105
morgan county	39107
morrow county	39109
muskingum county	39111
noble county	39113
ottawa county	39115
paulding county	39117
perry county	39119
pickaway county	39121
pike county	39123
portage county	39125
preble county	39127
putnam county	39129
richland county	39131
ross county	39133
sandusky county	39135
scioto county	39137
seneca county	39139
shelby county	39141
stark county	39143
summit county	39145
trumbull county	39147
tuscarawas county	39149
union county	39151
van wert county	39153
vinton county	39155
warren county	39157
washington county	39159
wayne county	39161
williams county	39163
wood county	39165
wyandot county	39167
adair county	39993
alfalfa county	39995
atoka county	39997
beaver county	39999
beckham county	40001
blaine county	40003
bryan county	40005
caddo county	40007
canadian county	40009
carter county	40011
cherokee county	40013
choctaw county	40015
cimarron county	40017
cleveland county	40019
coal county	40021
comanche county	40023
cotton county	40025
craig county	40027
creek county	40029
custer county	40031
delaware county	40033
dewey county	40035
ellis county	40037
garfield county	40039
garvin county	40041
grady county	40043
grant county	40045
greer county	40047
harmon county	40049
harper county	40051
haskell county	40053
hughes county	40055
jackson county	40057
jefferson county	40059
johnston county	40061
kay county	40063
kingfisher county	40065
kiowa county	40067
latimer county	40069
le flore county	40071
lincoln county	40073
logan county	40075
love county	40077
mcclain county	40079
mccurtain county	40081
mcintosh county	40083
major county	40085
marshall county	40087
mayes county	40089
murray county	40091
muskogee county	40093
noble county	40095
nowata county	40097
okfuskee county	40099
oklahoma county	40101
okmulgee county	40103
osage county	40105
ottawa county	40107
pawnee county	40109
payne county	40111
pittsburg county	40113
pontotoc county	40115
pottawatomie county	40117
pushmataha county	40119
roger mills county	40121
rogers county	40123
seminole county	40125
sequoyah county	40127
stephens county	40129
texas county	40131
tillman county	40133
tulsa county	40135
wagoner county	40137
washington county	40139
washita county	40141
woods county	40143
woodward county	40145
baker county	40993
benton county	40995
clackamas county	40997
clatsop county	40999
columbia county	41001
coos county	41003
crook county	41005
curry county	41007
deschutes county	41009
douglas county	41011
gilliam county	41013
grant county	41015
harney county	41017
hood river county	41019
jackson county	41021
jefferson county	41023
josephine county	41025
klamath county	41027
lake county	41029
lane county	41031
lincoln county	41033
linn county	41035
malheur county	41037
marion county	41039
morrow county	41041
multnomah county	41043
polk county	41045
sherman county	41047
tillamook county	41049
umatilla county	41051
union county	41053
wallowa county	41055
wasco county	41057
washington county	41059
wheeler county	41061
yamhill county	41063
adams county	41993
allegheny county	41995
armstrong county	41997
beaver county	41999
bedford county	42001
berks county	42003
blair county	42005
bradford county	42007
bucks county	42009
butler county	42011
cambria county	42013
cameron county	42015
carbon county	42017
centre county	42019
chester county	42021
clarion county	42023
clearfield county	42025
clinton county	42027
columbia county	42029
crawford county	42031
cumberland county	42033
dauphin county	42035
delaware county	42037
elk county	42039
erie county	42041
fayette county	42043
forest county	42045
franklin county	42047
fulton county	42049
greene county	42051
huntingdon county	42053
indiana county	42055
jefferson county	42057
juniata county	42059
lackawanna county	42061
lancaster county	42063
lawrence county	42065
lebanon county	42067
lehigh county	42069
luzerne county	42071
lycoming county	42073
mckean county	42075
mercer county	42077
mifflin county	42079
monroe county	42081
montgomery county	42083
montour county	42085
northampton county	42087
northumberland county	42089
perry county	42091
philadelphia county	42093
pike county	42095
potter county	42097
schuylkill county	42099
snyder county	42101
somerset county	42103
sullivan county	42105
susquehanna county	42107
tioga county	42109
union county	42111
venango county	42113
warren county	42115
washington county	42117
wayne county	42119
westmoreland county	42121
wyoming county	42123
york county	42125
bristol county	43993
kent county	43995
newport county	43997
providence county	43999
washington county	44001
abbeville county	44993
aiken county	44995
allendale county	44997
anderson county	44999
bamberg county	45001
barnwell county	45003
beaufort county	45005
berkeley county	45007
calhoun county	45009
charleston county	45011
cherokee county	45013
chester county	45015
chesterfield county	45017
clarendon county	45019
colleton county	45021
darlington county	45023
dillon county	45025
dorchester county	45027
edgefield county	45029
fairfield county	45031
florence county	45033
georgetown county	45035
greenville county	45037
greenwood county	45039
hampton county	45041
horry county	45043
jasper county	45045
kershaw county	45047
lancaster county	45049
laurens county	45051
lee county	45053
lexington county	45055
mccormick county	45057
marion county	45059
marlboro county	45061
newberry county	45063
oconee county	45065
orangeburg county	45067
pickens county	45069
richland county	45071
saluda county	45073
spartanburg county	45075
sumter county	45077
union county	45079
williamsburg county	45081
york county	45083
aurora county	45995
beadle county	45997
bennett county	45999
bon homme county	46001
brookings county	46003
brown county	46005
brule county	46007
buffalo county	46009
butte county	46011
campbell county	46013
charles mix county	46015
clark county	46017
clay county	46019
codington county	46021
corson county	46023
custer county	46025
davison county	46027
day county	46029
deuel county	46031
dewey county	46033
douglas county	46035
edmunds county	46037
fall river county	46039
faulk county	46041
grant county	46043
gregory county	46045
haakon county	46047
hamlin county	46049
hand county	46051
hanson county	46053
harding county	46055
hughes county	46057
hutchinson county	46059
hyde county	46061
jackson county	46063
jerauld county	46065
jones county	46067
kingsbury county	46069
lake county	46071
lawrence county	46073
lincoln county	46075
lyman county	46077
mccook county	46079
mcpherson county	46081
marshall county	46083
meade county	46085
mellette county	46087
miner county	46089
minnehaha county	46091
moody county	46093
pennington county	46095
perkins county	46097
potter county	46099
roberts county	46101
sanborn county	46103
oglala lakota county	46105
spink county	46107
stanley county	46109
sully county	46111
todd county	46113
tripp county	46115
turner county	46117
union county	46119
walworth county	46121
yankton county	46127
ziebach county	46129
anderson county	46993
bedford county	46995
benton county	46997
bledsoe county	46999
blount county	47001
bradley county	47003
campbell county	47005
cannon county	47007
carroll county	47009
carter county	47011
cheatham county	47013
chester county	47015
claiborne county	47017
clay county	47019
cocke county	47021
coffee county	47023
crockett county	47025
cumberland county	47027
davidson county	47029
decatur county	47031
dekalb county	47033
dickson county	47035
dyer county	47037
fayette county	47039
fentress county	47041
franklin county	47043
gibson county	47045
giles county	47047
grainger county	47049
greene county	47051
grundy county	47053
hamblen county	47055
hamilton county	47057
hancock county	47059
hardeman county	47061
hardin county	47063
hawkins county	47065
haywood county	47067
henderson county	47069
henry county	47071
hickman county	47073
houston county	47075
humphreys county	47077
jackson county	47079
jefferson county	47081
johnson county	47083
knox county	47085
lake county	47087
lauderdale county	47089
lawrence county	47091
lewis county	47093
lincoln county	47095
loudon county	47097
mcminn county	47099
mcnairy county	47101
macon county	47103
madison county	47105
marion county	47107
marshall county	47109
maury county	47111
meigs county	47113
monroe county	47115
montgomery county	47117
moore county	47119
morgan county	47121
obion county	47123
overton county	47125
perry county	47127
pickett county	47129
polk county	47131
putnam county	47133
rhea county	47135
roane county	47137
robertson county	47139
rutherford county	47141
scott county	47143
sequatchie county	47145
sevier county	47147
shelby county	47149
smith county	47151
stewart county	47153
sullivan county	47155
sumner county	47157
tipton county	47159
trousdale county	47161
unicoi county	47163
union county	47165
van buren county	47167
warren county	47169
washington county	47171
wayne county	47173
weakley county	47175
white county	47177
williamson county	47179
wilson county	47181
anderson county	47993
andrews county	47995
angelina county	47997
aransas county	47999
archer county	48001
armstrong county	48003
atascosa county	48005
austin county	48007
bailey county	48009
bandera county	48011
bastrop county	48013
baylor county	48015
bee county	48017
bell county	48019
bexar county	48021
blanco county	48023
borden county	48025
bosque county	48027
bowie county	48029
brazoria county	48031
brazos county	48033
brewster county	48035
briscoe county	48037
brooks county	48039
brown county	48041
burleson county	48043
burnet county	48045
caldwell county	48047
calhoun county	48049
callahan county	48051
cameron county	48053
camp county	48055
carson county	48057
cass county	48059
castro county	48061
chambers county	48063
cherokee county	48065
childress county	48067
clay county	48069
cochran county	48071
coke county	48073
coleman county	48075
collin county	48077
collingsworth county	48079
colorado county	48081
comal county	48083
comanche county	48085
concho county	48087
cooke county	48089
coryell county	48091
cottle county	48093
crane county	48095
crockett county	48097
crosby county	48099
culberson county	48101
dallam county	48103
dallas county	48105
dawson county	48107
deaf smith county	48109
delta county	48111
denton county	48113
dewitt county	48115
dickens county	48117
dimmit county	48119
donley county	48121
duval county	48123
eastland county	48125
ector county	48127
edwards county	48129
ellis county	48131
el paso county	48133
erath county	48135
falls county	48137
fannin county	48139
fayette county	48141
fisher county	48143
floyd county	48145
foard county	48147
fort bend county	48149
franklin county	48151
freestone county	48153
frio county	48155
gaines county	48157
galveston county	48159
garza county	48161
gillespie county	48163
glasscock county	48165
goliad county	48167
gonzales county	48169
gray county	48171
grayson county	48173
gregg county	48175
grimes county	48177
guadalupe county	48179
hale county	48181
hall county	48183
hamilton county	48185
hansford county	48187
hardeman county	48189
hardin county	48191
harris county	48193
harrison county	48195
hartley county	48197
haskell county	48199
hays county	48201
hemphill county	48203
henderson county	48205
hidalgo county	48207
hill county	48209
hockley county	48211
hood county	48213
hopkins county	48215
houston county	48217
howard county	48219
hudspeth county	48221
hunt county	48223
hutchinson county	48225
irion county	48227
jack county	48229
jackson county	48231
jasper county	48233
jeff davis county	48235
jefferson county	48237
jim hogg county	48239
jim wells county	48241
johnson county	48243
jones county	48245
karnes county	48247
kaufman county	48249
kendall county	48251
kenedy county	48253
kent county	48255
kerr county	48257
kimble county	48259
king county	48261
kinney county	48263
kleberg county	48265
knox county	48267
lamar county	48269
lamb county	48271
lampasas county	48273
la salle county	48275
lavaca county	48277
lee county	48279
leon county	48281
liberty county	48283
limestone county	48285
lipscomb county	48287
live oak county	48289
llano county	48291
loving county	48293
lubbock county	48295
lynn county	48297
mcculloch county	48299
mclennan county	48301
mcmullen county	48303
madison county	48305
marion county	48307
martin county	48309
mason county	48311
matagorda county	48313
maverick county	48315
medina county	48317
menard county	48319
midland county	48321
milam county	48323
mills county	48325
mitchell county	48327
montague county	48329
montgomery county	48331
moore county	48333
morris county	48335
motley county	48337
nacogdoches county	48339
navarro county	48341
newton county	48343
nolan county	48345
nueces county	48347
ochiltree county	48349
oldham county	48351
orange county	48353
palo pinto county	48355
panola county	48357
parker county	48359
parmer county	48361
pecos county	48363
polk county	48365
potter county	48367
presidio county	48369
rains county	48371
randall county	48373
reagan county	48375
real county	48377
red river county	48379
reeves county	48381
refugio county	48383
roberts county	48385
robertson county	48387
rockwall county	48389
runnels county	48391
rusk county	48393
sabine county	48395
san augustine county	48397
san jacinto county	48399
san patricio county	48401
san saba county	48403
schleicher county	48405
scurry county	48407
shackelford county	48409
shelby county	48411
sherman county	48413
smith county	48415
somervell county	48417
starr county	48419
stephens county	48421
sterling county	48423
stonewall county	48425
sutton county	48427
swisher county	48429
tarrant county	48431
taylor county	48433
terrell county	48435
terry county	48437
throckmorton county	48439
titus county	48441
tom green county	48443
travis county	48445
trinity county	48447
tyler county	48449
upshur county	48451
upton county	48453
uvalde county	48455
val verde county	48457
van zandt county	48459
victoria county	48461
walker county	48463
waller county	48465
ward county	48467
washington county	48469
webb county	48471
wharton county	48473
wheeler county	48475
wichita county	48477
wilbarger county	48479
willacy county	48481
williamson county	48483
wilson county	48485
winkler county	48487
wise county	48489
wood county	48491
yoakum county	48493
young county	48495
zapata county	48497
zavala county	48499
beaver county	48993
box elder county	48995
cache county	48997
carbon county	48999
daggett county	49001
davis county	49003
duchesne county	49005
emery county	49007
garfield county	49009
grand county	49011
iron county	49013
juab county	49015
kane county	49017
millard county	49019
morgan county	49021
piute county	49023
rich county	49025
salt lake county	49027
san juan county	49029
sanpete county	49031
sevier county	49033
summit county	49035
tooele county	49037
uintah county	49039
utah county	49041
wasatch county	49043
washington county	49045
wayne county	49047
weber county	49049
addison county	49993
bennington county	49995
caledonia county	49997
chittenden county	49999
essex county	50001
franklin county	50003
grand isle county	50005
lamoille county	50007
orange county	50009
orleans county	50011
rutland county	50013
washington county	50015
windham county	50017
windsor county	50019
accomack county	50993
albemarle county	50995
alleghany county	50997
amelia county	50999
amherst county	51001
appomattox county	51003
arlington county	51005
augusta county	51007
bath county	51009
bedford county	51011
bland county	51013
botetourt county	51015
brunswick county	51017
buchanan county	51019
buckingham county	51021
campbell county	51023
caroline county	51025
carroll county	51027
charles city county	51028
charlotte county	51029
chesterfield county	51033
clarke county	51035
craig county	51037
culpeper county	51039
cumberland county	51041
dickenson county	51043
dinwiddie county	51045
essex county	51049
fairfax county	51051
fauquier county	51053
floyd county	51055
fluvanna county	51057
franklin county	51059
frederick county	51061
giles county	51063
gloucester county	51065
goochland county	51067
grayson county	51069
greene county	51071
greensville county	51073
halifax county	51075
hanover county	51077
henrico county	51079
henry county	51081
highland county	51083
isle of wight county	51085
james city county	51087
king and queen county	51089
king george county	51091
king william county	51093
lancaster county	51095
lee county	51097
loudoun county	51099
louisa county	51101
lunenburg county	51103
madison county	51105
mathews county	51107
mecklenburg county	51109
middlesex county	51111
montgomery county	51113
nelson county	51117
new kent county	51119
northampton county	51123
northumberland county	51125
nottoway county	51127
orange county	51129
page county	51131
patrick county	51133
pittsylvania county	51135
powhatan county	51137
prince edward county	51139
prince george county	51141
prince william county	51145
pulaski county	51147
rappahannock county	51149
richmond county	51151
roanoke county	51153
rockbridge county	51155
rockingham county	51157
russell county	51159
scott county	51161
shenandoah county	51163
smyth county	51165
southampton county	51167
spotsylvania county	51169
stafford county	51171
surry county	51173
sussex county	51175
tazewell county	51177
warren county	51179
washington county	51183
westmoreland county	51185
wise county	51187
wythe county	51189
york county	51191
alexandria city	51502
bristol city	51512
buena vista city	51522
charlottesville city	51532
chesapeake city	51542
colonial heights city	51562
covington city	51572
danville city	51582
emporia city	51587
fairfax city	51592
falls church city	51602
franklin city	51612
fredericksburg city	51622
galax city	51632
hampton city	51642
harrisonburg city	51652
hopewell city	51662
lexington city	51670
lynchburg city	51672
manassas city	51675
manassas park city	51677
martinsville city	51682
newport news city	51692
norfolk city	51702
norton city	51712
petersburg city	51722
poquoson city	51727
portsmouth city	51732
radford city	51742
richmond city	51752
roanoke city	51762
salem city	51767
staunton city	51782
suffolk city	51792
virginia beach city	51802
waynesboro city	51812
williamsburg city	51822
winchester city	51832
adams county	52993
asotin county	52995
benton county	52997
chelan county	52999
clallam county	53001
clark county	53003
columbia county	53005
cowlitz county	53007
douglas county	53009
ferry county	53011
franklin county	53013
garfield county	53015
grant county	53017
grays harbor county	53019
island county	53021
jefferson county	53023
king county	53025
kitsap county	53027
kittitas county	53029
klickitat county	53031
lewis county	53033
lincoln county	53035
mason county	53037
okanogan county	53039
pacific county	53041
pend oreille county	53043
pierce county	53045
san juan county	53047
skagit county	53049
skamania county	53051
snohomish county	53053
spokane county	53055
stevens county	53057
thurston county	53059
wahkiakum county	53061
walla walla county	53063
whatcom county	53065
whitman county	53067
yakima county	53069
barbour county	53993
berkeley county	53995
boone county	53997
braxton county	53999
brooke county	54001
cabell county	54003
calhoun county	54005
clay county	54007
doddridge county	54009
fayette county	54011
gilmer county	54013
grant county	54015
greenbrier county	54017
hampshire county	54019
hancock county	54021
hardy county	54023
harrison county	54025
jackson county	54027
jefferson county	54029
kanawha county	54031
lewis county	54033
lincoln county	54035
logan county	54037
mcdowell county	54039
marion county	54041
marshall county	54043
mason county	54045
mercer county	54047
mineral county	54049
mingo county	54051
monongalia county	54053
monroe county	54055
morgan county	54057
nicholas county	54059
ohio county	54061
pendleton county	54063
pleasants county	54065
pocahontas county	54067
preston county	54069
putnam county	54071
raleigh county	54073
randolph county	54075
ritchie county	54077
roane county	54079
summers county	54081
taylor county	54083
tucker county	54085
tyler county	54087
upshur county	54089
wayne county	54091
webster county	54093
wetzel county	54095
wirt county	54097
wood county	54099
wyoming county	54101
adams county	54993
ashland county	54995
barron county	54997
bayfield county	54999
brown county	55001
buffalo county	55003
burnett county	55005
calumet county	55007
chippewa county	55009
clark county	55011
columbia county	55013
crawford county	55015
dane county	55017
dodge county	55019
door county	55021
douglas county	55023
dunn county	55025
eau claire county	55027
florence county	55029
fond du lac county	55031
forest county	55033
grant county	55035
green county	55037
green lake county	55039
iowa county	55041
iron county	55043
jackson county	55045
jefferson county	55047
juneau county	55049
kenosha county	55051
kewaunee county	55053
la crosse county	55055
lafayette county	55057
langlade county	55059
lincoln county	55061
manitowoc county	55063
marathon county	55065
marinette county	55067
marquette county	55069
menominee county	55070
milwaukee county	55071
monroe county	55073
oconto county	55075
oneida county	55077
outagamie county	55079
ozaukee county	55081
pepin county	55083
pierce county	55085
polk county	55087
portage county	55089
price county	55091
racine county	55093
richland county	55095
rock county	55097
rusk county	55099
st. croix county	55101
sauk county	55103
sawyer county	55105
shawano county	55107
sheboygan county	55109
taylor county	55111
trempealeau county	55113
vernon county	55115
vilas county	55117
walworth county	55119
washburn county	55121
washington county	55123
waukesha county	55125
waupaca county	55127
waushara county	55129
winnebago county	55131
wood county	55133
albany county	55993
big horn county	55995
campbell county	55997
carbon county	55999
converse county	56001
crook county	56003
fremont county	56005
goshen county	56007
hot springs county	56009
johnson county	56011
laramie county	56013
lincoln county	56015
natrona county	56017
niobrara county	56019
park county	56021
platte county	56023
sheridan county	56025
sublette county	56027
sweetwater county	56029
teton county	56031
uinta county	56033
washakie county	56035
weston county	56037
