fips	name	fips	name
13149	jackson county	17069	jackson county
13149	jackson county	19089	jackson county
13149	jackson county	26067	jackson county
13149	jackson county	29087	jackson county
13149	jackson county	37091	jackson county
13149	jackson county	41021	jackson county
13149	jackson county	55045	jackson county
17069	jackson county	18063	jackson county
17069	jackson county	20077	jackson county
17069	jackson county	21101	jackson county
17069	jackson county	27055	jackson county
17069	jackson county	28051	jackson county
17069	jackson county	39071	jackson county
17069	jackson county	40057	jackson county
17069	jackson county	46063	jackson county
17069	jackson county	47079	jackson county
17069	jackson county	48231	jackson county
17069	jackson county	54027	jackson county
18063	jackson county	19089	jackson county
18063	jackson county	26067	jackson county
18063	jackson county	29087	jackson county
18063	jackson county	37091	jackson county
18063	jackson county	41021	jackson county
18063	jackson county	55045	jackson county
19089	jackson county	20077	jackson county
19089	jackson county	21101	jackson county
19089	jackson county	27055	jackson county
19089	jackson county	28051	jackson county
19089	jackson county	39071	jackson county
19089	jackson county	40057	jackson county
19089	jackson county	46063	jackson county
19089	jackson county	47079	jackson county
19089	jackson county	48231	jackson county
19089	jackson county	54027	jackson county
20077	jackson county	26067	jackson county
20077	jackson county	29087	jackson county
20077	jackson county	37091	jackson county
20077	jackson county	41021	jackson county
20077	jackson county	55045	jackson county
21101	jackson county	26067	jackson county
21101	jackson county	29087	jackson county
21101	jackson county	37091	jackson county
21101	jackson county	41021	jackson county
21101	jackson county	55045	jackson county
26067	jackson county	27055	jackson county
26067	jackson county	28051	jackson county
26067	jackson county	39071	jackson county
26067	jackson county	40057	jackson county
26067	jackson county	46063	jackson county
26067	jackson county	47079	jackson county
26067	jackson county	48231	jackson county
26067	jackson county	54027	jackson county
27055	jackson county	29087	jackson county
27055	jackson county	37091	jackson county
27055	jackson county	41021	jackson county
27055	jackson county	55045	jackson county
28051	jackson county	29087	jackson county
28051	jackson county	37091	jackson county
28051	jackson county	41021	jackson county
28051	jackson county	55045	jackson county
29087	jackson county	39071	jackson county
29087	jackson county	40057	jackson county
29087	jackson county	46063	jackson county
29087	jackson county	47079	jackson county
29087	jackson county	48231	jackson county
29087	jackson county	54027	jackson county
37091	jackson county	39071	jackson county
37091	jackson county	40057	jackson county
37091	jackson county	46063	jackson county
37091	jackson county	47079	jackson county
37091	jackson county	48231	jackson county
37091	jackson county	54027	jackson county
39071	jackson county	41021	jackson county
39071	jackson county	55045	jackson county
40057	jackson county	41021	jackson county
40057	jackson county	55045	jackson county
41021	jackson county	46063	jackson county
41021	jackson county	47079	jackson county
41021	jackson county	48231	jackson county
41021	jackson county	54027	jackson county
46063	jackson county	55045	jackson county
47079	jackson county	55045	jackson county
48231	jackson county	55045	jackson county
54027	jackson county	55045	jackson county
13151	jasper county	19091	jasper county
13151	jasper county	28053	jasper county
13151	jasper county	45045	jasper county
17071	jasper county	19091	jasper county
17071	jasper county	28053	jasper county
17071	jasper county	45045	jasper county
18065	jasper county	19091	jasper county
18065	jasper county	28053	jasper county
18065	jasper county	45045	jasper county
19091	jasper county	29089	jasper county
19091	jasper county	48233	jasper county
28053	jasper county	29089	jasper county
28053	jasper county	48233	jasper county
29089	jasper county	45045	jasper county
45045	jasper county	48233	jasper county
13153	jeff davis county	48235	jeff davis county
1065	jefferson county	16043	jefferson county
1065	jefferson county	17073	jefferson county
1065	jefferson county	20079	jefferson county
1065	jefferson county	29091	jefferson county
1065	jefferson county	30035	jefferson county
1065	jefferson county	31087	jefferson county
1065	jefferson county	39073	jefferson county
1065	jefferson county	40059	jefferson county
1065	jefferson county	42057	jefferson county
1065	jefferson county	47081	jefferson county
5061	jefferson county	16043	jefferson county
5061	jefferson county	17073	jefferson county
5061	jefferson county	20079	jefferson county
5061	jefferson county	29091	jefferson county
5061	jefferson county	30035	jefferson county
5061	jefferson county	31087	jefferson county
5061	jefferson county	39073	jefferson county
5061	jefferson county	40059	jefferson county
5061	jefferson county	42057	jefferson county
5061	jefferson county	47081	jefferson county
8051	jefferson county	16043	jefferson county
8051	jefferson county	17073	jefferson county
8051	jefferson county	20079	jefferson county
8051	jefferson county	29091	jefferson county
8051	jefferson county	30035	jefferson county
8051	jefferson county	31087	jefferson county
8051	jefferson county	39073	jefferson county
8051	jefferson county	40059	jefferson county
8051	jefferson county	42057	jefferson county
8051	jefferson county	47081	jefferson county
12057	jefferson county	16043	jefferson county
12057	jefferson county	17073	jefferson county
12057	jefferson county	20079	jefferson county
12057	jefferson county	29091	jefferson county
12057	jefferson county	30035	jefferson county
12057	jefferson county	31087	jefferson county
12057	jefferson county	39073	jefferson county
12057	jefferson county	40059	jefferson county
12057	jefferson county	42057	jefferson county
12057	jefferson county	47081	jefferson county
13155	jefferson county	16043	jefferson county
13155	jefferson county	17073	jefferson county
13155	jefferson county	20079	jefferson county
13155	jefferson county	29091	jefferson county
13155	jefferson county	30035	jefferson county
13155	jefferson county	31087	jefferson county
13155	jefferson county	39073	jefferson county
13155	jefferson county	40059	jefferson county
13155	jefferson county	42057	jefferson county
13155	jefferson county	47081	jefferson county
16043	jefferson county	18069	jefferson county
16043	jefferson county	19093	jefferson county
16043	jefferson county	21103	jefferson county
16043	jefferson county	28055	jefferson county
16043	jefferson county	36037	jefferson county
16043	jefferson county	41023	jefferson county
16043	jefferson county	48237	jefferson county
16043	jefferson county	53023	jefferson county
16043	jefferson county	54029	jefferson county
16043	jefferson county	55047	jefferson county
17073	jefferson county	18069	jefferson county
17073	jefferson county	19093	jefferson county
17073	jefferson county	21103	jefferson county
17073	jefferson county	28055	jefferson county
17073	jefferson county	36037	jefferson county
17073	jefferson county	41023	jefferson county
17073	jefferson county	48237	jefferson county
17073	jefferson county	53023	jefferson county
17073	jefferson county	54029	jefferson county
17073	jefferson county	55047	jefferson county
18069	jefferson county	20079	jefferson county
18069	jefferson county	29091	jefferson county
18069	jefferson county	30035	jefferson county
18069	jefferson county	31087	jefferson county
18069	jefferson county	39073	jefferson county
18069	jefferson county	40059	jefferson county
18069	jefferson county	42057	jefferson county
18069	jefferson county	47081	jefferson county
19093	jefferson county	20079	jefferson county
19093	jefferson county	29091	jefferson county
19093	jefferson county	30035	jefferson county
19093	jefferson county	31087	jefferson county
19093	jefferson county	39073	jefferson county
19093	jefferson county	40059	jefferson county
19093	jefferson county	42057	jefferson county
19093	jefferson county	47081	jefferson county
20079	jefferson county	21103	jefferson county
20079	jefferson county	28055	jefferson county
20079	jefferson county	36037	jefferson county
20079	jefferson county	41023	jefferson county
20079	jefferson county	48237	jefferson county
20079	jefferson county	53023	jefferson county
20079	jefferson county	54029	jefferson county
20079	jefferson county	55047	jefferson county
21103	jefferson county	29091	jefferson county
21103	jefferson county	30035	jefferson county
21103	jefferson county	31087	jefferson county
21103	jefferson county	39073	jefferson county
21103	jefferson county	40059	jefferson county
21103	jefferson county	42057	jefferson county
21103	jefferson county	47081	jefferson county
28055	jefferson county	29091	jefferson county
28055	jefferson county	30035	jefferson county
28055	jefferson county	31087	jefferson county
28055	jefferson county	39073	jefferson county
28055	jefferson county	40059	jefferson county
28055	jefferson county	42057	jefferson county
28055	jefferson county	47081	jefferson county
29091	jefferson county	36037	jefferson county
29091	jefferson county	41023	jefferson county
29091	jefferson county	48237	jefferson county
29091	jefferson county	53023	jefferson county
29091	jefferson county	54029	jefferson county
29091	jefferson county	55047	jefferson county
30035	jefferson county	36037	jefferson county
30035	jefferson county	41023	jefferson county
30035	jefferson county	48237	jefferson county
30035	jefferson county	53023	jefferson county
30035	jefferson county	54029	jefferson county
30035	jefferson county	55047	jefferson county
31087	jefferson county	36037	jefferson county
31087	jefferson county	41023	jefferson county
31087	jefferson county	48237	jefferson county
31087	jefferson county	53023	jefferson county
31087	jefferson county	54029	jefferson county
31087	jefferson county	55047	jefferson county
36037	jefferson county	39073	jefferson county
36037	jefferson county	40059	jefferson county
36037	jefferson county	42057	jefferson county
36037	jefferson county	47081	jefferson county
39073	jefferson county	41023	jefferson county
39073	jefferson county	48237	jefferson county
39073	jefferson county	53023	jefferson county
39073	jefferson county	54029	jefferson county
39073	jefferson county	55047	jefferson county
40059	jefferson county	41023	jefferson county
40059	jefferson county	48237	jefferson county
40059	jefferson county	53023	jefferson county
40059	jefferson county	54029	jefferson county
40059	jefferson county	55047	jefferson county
41023	jefferson county	42057	jefferson county
41023	jefferson county	47081	jefferson county
42057	jefferson county	48237	jefferson county
42057	jefferson county	53023	jefferson county
42057	jefferson county	54029	jefferson county
42057	jefferson county	55047	jefferson county
47081	jefferson county	48237	jefferson county
47081	jefferson county	53023	jefferson county
47081	jefferson county	54029	jefferson county
47081	jefferson county	55047	jefferson county
5063	johnson county	19095	johnson county
5063	johnson county	20083	johnson county
13159	johnson county	19095	johnson county
13159	johnson county	20083	johnson county
17079	johnson county	19095	johnson county
17079	johnson county	20083	johnson county
18073	johnson county	19095	johnson county
18073	johnson county	20083	johnson county
19095	johnson county	21107	johnson county
19095	johnson county	29093	johnson county
19095	johnson county	31089	johnson county
19095	johnson county	47083	johnson county
19095	johnson county	48243	johnson county
19095	johnson county	56011	johnson county
20083	johnson county	21107	johnson county
20083	johnson county	29093	johnson county
20083	johnson county	31089	johnson county
20083	johnson county	47083	johnson county
20083	johnson county	48243	johnson county
20083	johnson county	56011	johnson county
37093	johnston county	40061	johnston county
13161	jones county	19097	jones county
13161	jones county	37095	jones county
19097	jones county	28059	jones county
19097	jones county	46067	jones county
19097	jones county	48245	jones county
28059	jones county	37095	jones county
37095	jones county	46067	jones county
37095	jones county	48245	jones county
17081	kane county	49017	kane county
17085	kendall county	48251	kendall county
9993	kent county	48255	kent county
24021	kent county	48255	kent county
26073	kent county	48255	kent county
43995	kent county	48255	kent county
48261	king county	53025	king county
17087	knox county	18075	knox county
17087	knox county	21113	knox county
17087	knox county	29095	knox county
17087	knox county	31099	knox county
17087	knox county	39075	knox county
17087	knox county	48267	knox county
18075	knox county	23005	knox county
18075	knox county	47085	knox county
21113	knox county	23005	knox county
21113	knox county	47085	knox county
23005	knox county	29095	knox county
23005	knox county	31099	knox county
23005	knox county	39075	knox county
23005	knox county	48267	knox county
29095	knox county	47085	knox county
31099	knox county	47085	knox county
39075	knox county	47085	knox county
47085	knox county	48267	knox county
5065	lafayette county	12059	lafayette county
5065	lafayette county	29099	lafayette county
12059	lafayette county	28063	lafayette county
12059	lafayette county	55057	lafayette county
28063	lafayette county	29099	lafayette county
29099	lafayette county	55057	lafayette county
6025	lake county	41029	lake county
6025	lake county	47087	lake county
8057	lake county	41029	lake county
8057	lake county	47087	lake county
12061	lake county	41029	lake county
12061	lake county	47087	lake county
17089	lake county	41029	lake county
17089	lake county	47087	lake county
18081	lake county	41029	lake county
18081	lake county	47087	lake county
26077	lake county	41029	lake county
26077	lake county	47087	lake county
27067	lake county	41029	lake county
27067	lake county	47087	lake county
30039	lake county	41029	lake county
30039	lake county	47087	lake county
39077	lake county	41029	lake county
39077	lake county	47087	lake county
41029	lake county	46071	lake county
46071	lake county	47087	lake county
20093	lane county	41031	lane county
1069	lauderdale county	28067	lauderdale county
1069	lauderdale county	47089	lauderdale county
1071	lawrence county	28069	lawrence county
1071	lawrence county	42065	lawrence county
5067	lawrence county	28069	lawrence county
5067	lawrence county	42065	lawrence county
17093	lawrence county	28069	lawrence county
17093	lawrence county	42065	lawrence county
18085	lawrence county	28069	lawrence county
18085	lawrence county	42065	lawrence county
21119	lawrence county	28069	lawrence county
21119	lawrence county	42065	lawrence county
28069	lawrence county	29101	lawrence county
28069	lawrence county	39079	lawrence county
28069	lawrence county	46073	lawrence county
28069	lawrence county	47091	lawrence county
29101	lawrence county	42065	lawrence county
39079	lawrence county	42065	lawrence county
42065	lawrence county	46073	lawrence county
42065	lawrence county	47091	lawrence county
1073	lee county	13169	lee county
1073	lee county	21121	lee county
1073	lee county	28073	lee county
1073	lee county	48279	lee county
1073	lee county	51097	lee county
5069	lee county	13169	lee county
5069	lee county	21121	lee county
5069	lee county	28073	lee county
5069	lee county	48279	lee county
5069	lee county	51097	lee county
12063	lee county	13169	lee county
12063	lee county	21121	lee county
12063	lee county	28073	lee county
12063	lee county	48279	lee county
12063	lee county	51097	lee county
13169	lee county	17095	lee county
13169	lee county	19103	lee county
13169	lee county	37097	lee county
13169	lee county	45053	lee county
17095	lee county	21121	lee county
17095	lee county	28073	lee county
17095	lee county	48279	lee county
17095	lee county	51097	lee county
19103	lee county	21121	lee county
19103	lee county	28073	lee county
19103	lee county	48279	lee county
19103	lee county	51097	lee county
21121	lee county	37097	lee county
21121	lee county	45053	lee county
28073	lee county	37097	lee county
28073	lee county	45053	lee county
37097	lee county	48279	lee county
37097	lee county	51097	lee county
45053	lee county	48279	lee county
45053	lee county	51097	lee county
12065	leon county	48281	leon county
12069	liberty county	13171	liberty county
13171	liberty county	30043	liberty county
13171	liberty county	48283	liberty county
5071	lincoln county	8065	lincoln county
5071	lincoln county	13173	lincoln county
5071	lincoln county	16055	lincoln county
5071	lincoln county	20097	lincoln county
5071	lincoln county	21129	lincoln county
5071	lincoln county	27073	lincoln county
5071	lincoln county	28077	lincoln county
5071	lincoln county	29105	lincoln county
5071	lincoln county	30045	lincoln county
5071	lincoln county	31103	lincoln county
5071	lincoln county	32009	lincoln county
5071	lincoln county	35019	lincoln county
5071	lincoln county	37101	lincoln county
5071	lincoln county	40073	lincoln county
5071	lincoln county	47095	lincoln county
5071	lincoln county	53035	lincoln county
5071	lincoln county	54035	lincoln county
5071	lincoln county	56015	lincoln county
8065	lincoln county	23007	lincoln county
8065	lincoln county	41033	lincoln county
8065	lincoln county	46075	lincoln county
8065	lincoln county	55061	lincoln county
13173	lincoln county	23007	lincoln county
13173	lincoln county	41033	lincoln county
13173	lincoln county	46075	lincoln county
13173	lincoln county	55061	lincoln county
16055	lincoln county	23007	lincoln county
16055	lincoln county	41033	lincoln county
16055	lincoln county	46075	lincoln county
16055	lincoln county	55061	lincoln county
20097	lincoln county	23007	lincoln county
20097	lincoln county	41033	lincoln county
20097	lincoln county	46075	lincoln county
20097	lincoln county	55061	lincoln county
21129	lincoln county	23007	lincoln county
21129	lincoln county	41033	lincoln county
21129	lincoln county	46075	lincoln county
21129	lincoln county	55061	lincoln county
23007	lincoln county	27073	lincoln county
23007	lincoln county	28077	lincoln county
23007	lincoln county	29105	lincoln county
23007	lincoln county	30045	lincoln county
23007	lincoln county	31103	lincoln county
23007	lincoln county	32009	lincoln county
23007	lincoln county	35019	lincoln county
23007	lincoln county	37101	lincoln county
23007	lincoln county	40073	lincoln county
23007	lincoln county	47095	lincoln county
23007	lincoln county	53035	lincoln county
23007	lincoln county	54035	lincoln county
23007	lincoln county	56015	lincoln county
27073	lincoln county	41033	lincoln county
27073	lincoln county	46075	lincoln county
27073	lincoln county	55061	lincoln county
28077	lincoln county	41033	lincoln county
28077	lincoln county	46075	lincoln county
28077	lincoln county	55061	lincoln county
29105	lincoln county	41033	lincoln county
29105	lincoln county	46075	lincoln county
29105	lincoln county	55061	lincoln county
30045	lincoln county	41033	lincoln county
30045	lincoln county	46075	lincoln county
30045	lincoln county	55061	lincoln county
31103	lincoln county	41033	lincoln county
31103	lincoln county	46075	lincoln county
31103	lincoln county	55061	lincoln county
32009	lincoln county	41033	lincoln county
32009	lincoln county	46075	lincoln county
32009	lincoln county	55061	lincoln county
35019	lincoln county	41033	lincoln county
35019	lincoln county	46075	lincoln county
35019	lincoln county	55061	lincoln county
37101	lincoln county	41033	lincoln county
37101	lincoln county	46075	lincoln county
37101	lincoln county	55061	lincoln county
40073	lincoln county	41033	lincoln county
40073	lincoln county	46075	lincoln county
40073	lincoln county	55061	lincoln county
41033	lincoln county	47095	lincoln county
41033	lincoln county	53035	lincoln county
41033	lincoln county	54035	lincoln county
41033	lincoln county	56015	lincoln county
46075	lincoln county	47095	lincoln county
46075	lincoln county	53035	lincoln county
46075	lincoln county	54035	lincoln county
46075	lincoln county	56015	lincoln county
47095	lincoln county	55061	lincoln county
53035	lincoln county	55061	lincoln county
54035	lincoln county	55061	lincoln county
55061	lincoln county	56015	lincoln county
19105	linn county	20099	linn county
19105	linn county	29107	linn county
20099	linn county	41035	linn county
29107	linn county	41035	linn county
17097	livingston county	26085	livingston county
17097	livingston county	36043	livingston county
21131	livingston county	26085	livingston county
21131	livingston county	36043	livingston county
26085	livingston county	29109	livingston county
29109	livingston county	36043	livingston county
19109	lucas county	39087	lucas county
19111	lyon county	20103	lyon county
19111	lyon county	27075	lyon county
20103	lyon county	21135	lyon county
20103	lyon county	32011	lyon county
21135	lyon county	27075	lyon county
27075	lyon county	32011	lyon county
1079	macon county	29113	macon county
1079	macon county	37105	macon county
1079	macon county	47103	macon county
13185	macon county	29113	macon county
13185	macon county	37105	macon county
13185	macon county	47103	macon county
17107	macon county	29113	macon county
17107	macon county	37105	macon county
17107	macon county	47103	macon county
1081	madison county	5079	madison county
1081	madison county	13187	madison county
1081	madison county	16057	madison county
1081	madison county	19113	madison county
1081	madison county	29115	madison county
1081	madison county	30049	madison county
1081	madison county	31111	madison county
1081	madison county	39089	madison county
1081	madison county	48305	madison county
1081	madison county	51105	madison county
5079	madison county	12071	madison county
5079	madison county	17111	madison county
5079	madison county	18087	madison county
5079	madison county	21143	madison county
5079	madison county	28081	madison county
5079	madison county	36045	madison county
5079	madison county	37107	madison county
5079	madison county	47105	madison county
12071	madison county	13187	madison county
12071	madison county	16057	madison county
12071	madison county	19113	madison county
12071	madison county	29115	madison county
12071	madison county	30049	madison county
12071	madison county	31111	madison county
12071	madison county	39089	madison county
12071	madison county	48305	madison county
12071	madison county	51105	madison county
13187	madison county	17111	madison county
13187	madison county	18087	madison county
13187	madison county	21143	madison county
13187	madison county	28081	madison county
13187	madison county	36045	madison county
13187	madison county	37107	madison county
13187	madison county	47105	madison county
16057	madison county	17111	madison county
16057	madison county	18087	madison county
16057	madison county	21143	madison county
16057	madison county	28081	madison county
16057	madison county	36045	madison county
16057	madison county	37107	madison county
16057	madison county	47105	madison county
17111	madison county	19113	madison county
17111	madison county	29115	madison county
17111	madison county	30049	madison county
17111	madison county	31111	madison county
17111	madison county	39089	madison county
17111	madison county	48305	madison county
17111	madison county	51105	madison county
18087	madison county	19113	madison county
18087	madison county	29115	madison county
18087	madison county	30049	madison county
18087	madison county	31111	madison county
18087	madison county	39089	madison county
18087	madison county	48305	madison county
18087	madison county	51105	madison county
19113	madison county	21143	madison county
19113	madison county	28081	madison county
19113	madison county	36045	madison county
19113	madison county	37107	madison county
19113	madison county	47105	madison county
21143	madison county	29115	madison county
21143	madison county	30049	madison county
21143	madison county	31111	madison county
21143	madison county	39089	madison county
21143	madison county	48305	madison county
21143	madison county	51105	madison county
28081	madison county	29115	madison county
28081	madison county	30049	madison county
28081	madison county	31111	madison county
28081	madison county	39089	madison county
28081	madison county	48305	madison county
28081	madison county	51105	madison county
29115	madison county	36045	madison county
29115	madison county	37107	madison county
29115	madison county	47105	madison county
30049	madison county	36045	madison county
30049	madison county	37107	madison county
30049	madison county	47105	madison county
31111	madison county	36045	madison county
31111	madison county	37107	madison county
31111	madison county	47105	madison county
36045	madison county	39089	madison county
36045	madison county	48305	madison county
36045	madison county	51105	madison county
37107	madison county	39089	madison county
37107	madison county	48305	madison county
37107	madison county	51105	madison county
39089	madison county	47105	madison county
47105	madison county	48305	madison county
47105	madison county	51105	madison county
1085	marion county	12075	marion county
1085	marion county	13189	marion county
1085	marion county	18089	marion county
1085	marion county	21147	marion county
1085	marion county	41039	marion county
1085	marion county	45059	marion county
5081	marion county	12075	marion county
5081	marion county	13189	marion county
5081	marion county	18089	marion county
5081	marion county	21147	marion county
5081	marion county	41039	marion county
5081	marion county	45059	marion county
12075	marion county	17113	marion county
12075	marion county	19117	marion county
12075	marion county	20107	marion county
12075	marion county	28083	marion county
12075	marion county	29119	marion county
12075	marion county	39093	marion county
12075	marion county	47107	marion county
12075	marion county	48307	marion county
12075	marion county	54041	marion county
13189	marion county	17113	marion county
13189	marion county	19117	marion county
13189	marion county	20107	marion county
13189	marion county	28083	marion county
13189	marion county	29119	marion county
13189	marion county	39093	marion county
13189	marion county	47107	marion county
13189	marion county	48307	marion county
13189	marion county	54041	marion county
17113	marion county	18089	marion county
17113	marion county	21147	marion county
17113	marion county	41039	marion county
17113	marion county	45059	marion county
18089	marion county	19117	marion county
18089	marion county	20107	marion county
18089	marion county	28083	marion county
18089	marion county	29119	marion county
18089	marion county	39093	marion county
18089	marion county	47107	marion county
18089	marion county	48307	marion county
18089	marion county	54041	marion county
19117	marion county	21147	marion county
19117	marion county	41039	marion county
19117	marion county	45059	marion county
20107	marion county	21147	marion county
20107	marion county	41039	marion county
20107	marion county	45059	marion county
21147	marion county	28083	marion county
21147	marion county	29119	marion county
21147	marion county	39093	marion county
21147	marion county	47107	marion county
21147	marion county	48307	marion county
21147	marion county	54041	marion county
28083	marion county	41039	marion county
28083	marion county	45059	marion county
29119	marion county	41039	marion county
29119	marion county	45059	marion county
39093	marion county	41039	marion county
39093	marion county	45059	marion county
41039	marion county	47107	marion county
41039	marion county	48307	marion county
41039	marion county	54041	marion county
45059	marion county	47107	marion county
45059	marion county	48307	marion county
45059	marion county	54041	marion county
1087	marshall county	19119	marshall county
1087	marshall county	28085	marshall county
1087	marshall county	46083	marshall county
17115	marshall county	19119	marshall county
17115	marshall county	28085	marshall county
17115	marshall county	46083	marshall county
18091	marshall county	19119	marshall county
18091	marshall county	28085	marshall county
18091	marshall county	46083	marshall county
19119	marshall county	20109	marshall county
19119	marshall county	21149	marshall county
19119	marshall county	27081	marshall county
19119	marshall county	40087	marshall county
19119	marshall county	47109	marshall county
19119	marshall county	54043	marshall county
20109	marshall county	28085	marshall county
20109	marshall county	46083	marshall county
21149	marshall county	28085	marshall county
21149	marshall county	46083	marshall county
27081	marshall county	28085	marshall county
27081	marshall county	46083	marshall county
28085	marshall county	40087	marshall county
28085	marshall county	47109	marshall county
28085	marshall county	54043	marshall county
40087	marshall county	46083	marshall county
46083	marshall county	47109	marshall county
46083	marshall county	54043	marshall county
12077	martin county	18093	martin county
12077	martin county	21151	martin county
12077	martin county	27083	martin county
12077	martin county	48309	martin county
18093	martin county	37109	martin county
21151	martin county	37109	martin county
27083	martin county	37109	martin county
37109	martin county	48309	martin county
17117	mason county	26097	mason county
17117	mason county	53037	mason county
21153	mason county	26097	mason county
21153	mason county	53037	mason county
26097	mason county	48311	mason county
26097	mason county	54045	mason county
48311	mason county	53037	mason county
53037	mason county	54045	mason county
17103	mchenry county	38041	mchenry county
13183	mcintosh county	38043	mcintosh county
13183	mcintosh county	40083	mcintosh county
17105	mclean county	21141	mclean county
17105	mclean county	38047	mclean county
39095	medina county	48317	medina county
17123	mercer county	21159	mercer county
17123	mercer county	29121	mercer county
17123	mercer county	38049	mercer county
17123	mercer county	39099	mercer county
17123	mercer county	54047	mercer county
21159	mercer county	34013	mercer county
21159	mercer county	42077	mercer county
29121	mercer county	34013	mercer county
29121	mercer county	42077	mercer county
34013	mercer county	38049	mercer county
34013	mercer county	39099	mercer county
34013	mercer county	54047	mercer county
38049	mercer county	42077	mercer county
39099	mercer county	42077	mercer county
42077	mercer county	54047	mercer county
26103	midland county	48321	midland county
8071	mineral county	30053	mineral county
8071	mineral county	54049	mineral county
30053	mineral county	32013	mineral county
32013	mineral county	54049	mineral county
5085	mississippi county	29125	mississippi county
13197	mitchell county	20115	mitchell county
13197	mitchell county	37113	mitchell county
13197	mitchell county	48327	mitchell county
19123	mitchell county	20115	mitchell county
19123	mitchell county	37113	mitchell county
19123	mitchell county	48327	mitchell county
1091	monroe county	13199	monroe county
1091	monroe county	17125	monroe county
1091	monroe county	19127	monroe county
1091	monroe county	21163	monroe county
1091	monroe county	29129	monroe county
1091	monroe county	39103	monroe county
1091	monroe county	47115	monroe county
1091	monroe county	54055	monroe county
5087	monroe county	13199	monroe county
5087	monroe county	17125	monroe county
5087	monroe county	19127	monroe county
5087	monroe county	21163	monroe county
5087	monroe county	29129	monroe county
5087	monroe county	39103	monroe county
5087	monroe county	47115	monroe county
5087	monroe county	54055	monroe county
12079	monroe county	13199	monroe county
12079	monroe county	17125	monroe county
12079	monroe county	19127	monroe county
12079	monroe county	21163	monroe county
12079	monroe county	29129	monroe county
12079	monroe county	39103	monroe county
12079	monroe county	47115	monroe county
12079	monroe county	54055	monroe county
13199	monroe county	18097	monroe county
13199	monroe county	26107	monroe county
13199	monroe county	28087	monroe county
13199	monroe county	36047	monroe county
13199	monroe county	42081	monroe county
13199	monroe county	55073	monroe county
17125	monroe county	18097	monroe county
17125	monroe county	26107	monroe county
17125	monroe county	28087	monroe county
17125	monroe county	36047	monroe county
17125	monroe county	42081	monroe county
17125	monroe county	55073	monroe county
18097	monroe county	19127	monroe county
18097	monroe county	21163	monroe county
18097	monroe county	29129	monroe county
18097	monroe county	39103	monroe county
18097	monroe county	47115	monroe county
18097	monroe county	54055	monroe county
19127	monroe county	26107	monroe county
19127	monroe county	28087	monroe county
19127	monroe county	36047	monroe county
19127	monroe county	42081	monroe county
19127	monroe county	55073	monroe county
21163	monroe county	26107	monroe county
21163	monroe county	28087	monroe county
21163	monroe county	36047	monroe county
21163	monroe county	42081	monroe county
21163	monroe county	55073	monroe county
26107	monroe county	29129	monroe county
26107	monroe county	39103	monroe county
26107	monroe county	47115	monroe county
26107	monroe county	54055	monroe county
28087	monroe county	29129	monroe county
28087	monroe county	39103	monroe county
28087	monroe county	47115	monroe county
28087	monroe county	54055	monroe county
29129	monroe county	36047	monroe county
29129	monroe county	42081	monroe county
29129	monroe county	55073	monroe county
36047	monroe county	39103	monroe county
36047	monroe county	47115	monroe county
36047	monroe county	54055	monroe county
39103	monroe county	42081	monroe county
39103	monroe county	55073	monroe county
42081	monroe county	47115	monroe county
42081	monroe county	54055	monroe county
47115	monroe county	55073	monroe county
54055	monroe county	55073	monroe county
1093	montgomery county	5089	montgomery county
1093	montgomery county	13201	montgomery county
1093	montgomery county	17127	montgomery county
1093	montgomery county	18099	montgomery county
1093	montgomery county	19129	montgomery county
1093	montgomery county	20117	montgomery county
1093	montgomery county	21165	montgomery county
1093	montgomery county	29131	montgomery county
1093	montgomery county	48331	montgomery county
5089	montgomery county	24023	montgomery county
5089	montgomery county	28089	montgomery county
5089	montgomery county	36049	montgomery county
5089	montgomery county	37115	montgomery county
5089	montgomery county	39105	montgomery county
5089	montgomery county	42083	montgomery county
5089	montgomery county	47117	montgomery county
5089	montgomery county	51113	montgomery county
13201	montgomery county	24023	montgomery county
13201	montgomery county	28089	montgomery county
13201	montgomery county	36049	montgomery county
13201	montgomery county	37115	montgomery county
13201	montgomery county	39105	montgomery county
13201	montgomery county	42083	montgomery county
13201	montgomery county	47117	montgomery county
13201	montgomery county	51113	montgomery county
17127	montgomery county	24023	montgomery county
17127	montgomery county	28089	montgomery county
17127	montgomery county	36049	montgomery county
17127	montgomery county	37115	montgomery county
17127	montgomery county	39105	montgomery county
17127	montgomery county	42083	montgomery county
17127	montgomery county	47117	montgomery county
17127	montgomery county	51113	montgomery county
18099	montgomery county	24023	montgomery county
18099	montgomery county	28089	montgomery county
18099	montgomery county	36049	montgomery county
18099	montgomery county	37115	montgomery county
18099	montgomery county	39105	montgomery county
18099	montgomery county	42083	montgomery county
18099	montgomery county	47117	montgomery county
18099	montgomery county	51113	montgomery county
19129	montgomery county	24023	montgomery county
19129	montgomery county	28089	montgomery county
19129	montgomery county	36049	montgomery county
19129	montgomery county	37115	montgomery county
19129	montgomery county	39105	montgomery county
19129	montgomery county	42083	montgomery county
19129	montgomery county	47117	montgomery county
19129	montgomery county	51113	montgomery county
20117	montgomery county	24023	montgomery county
20117	montgomery county	28089	montgomery county
20117	montgomery county	36049	montgomery county
20117	montgomery county	37115	montgomery county
20117	montgomery county	39105	montgomery county
20117	montgomery county	42083	montgomery county
20117	montgomery county	47117	montgomery county
