fips	name	fips	name
20117	montgomery county	51113	montgomery county
21165	montgomery county	24023	montgomery county
21165	montgomery county	28089	montgomery county
21165	montgomery county	36049	montgomery county
21165	montgomery county	37115	montgomery county
21165	montgomery county	39105	montgomery county
21165	montgomery county	42083	montgomery county
21165	montgomery county	47117	montgomery county
21165	montgomery county	51113	montgomery county
24023	montgomery county	29131	montgomery county
24023	montgomery county	48331	montgomery county
28089	montgomery county	29131	montgomery county
28089	montgomery county	48331	montgomery county
29131	montgomery county	36049	montgomery county
29131	montgomery county	37115	montgomery county
29131	montgomery county	39105	montgomery county
29131	montgomery county	42083	montgomery county
29131	montgomery county	47117	montgomery county
29131	montgomery county	51113	montgomery county
36049	montgomery county	48331	montgomery county
37115	montgomery county	48331	montgomery county
39105	montgomery county	48331	montgomery county
42083	montgomery county	48331	montgomery county
47117	montgomery county	48331	montgomery county
48331	montgomery county	51113	montgomery county
37117	moore county	47119	moore county
37117	moore county	48333	moore county
1095	morgan county	17129	morgan county
8079	morgan county	17129	morgan county
13203	morgan county	17129	morgan county
17129	morgan county	18101	morgan county
17129	morgan county	21167	morgan county
17129	morgan county	29133	morgan county
17129	morgan county	39107	morgan county
17129	morgan county	47121	morgan county
17129	morgan county	49021	morgan county
17129	morgan county	54057	morgan county
20119	morris county	34019	morris county
34019	morris county	48335	morris county
12081	nassau county	36051	nassau county
21171	nelson county	38055	nelson county
21171	nelson county	51117	nelson county
5093	newton county	13209	newton county
13209	newton county	18103	newton county
13209	newton county	28093	newton county
13209	newton county	29137	newton county
13209	newton county	48343	newton county
42089	northumberland county	51125	northumberland county
21177	oldham county	48351	oldham county
16063	oneida county	36057	oneida county
16063	oneida county	55077	oneida county
6051	orange county	18109	orange county
6051	orange county	48353	orange county
12087	orange county	18109	orange county
12087	orange county	48353	orange county
18109	orange county	36063	orange county
18109	orange county	37127	orange county
18109	orange county	50009	orange county
18109	orange county	51129	orange county
36063	orange county	48353	orange county
37127	orange county	48353	orange county
48353	orange county	50009	orange county
48353	orange county	51129	orange county
36065	orleans county	50011	orleans county
12089	osceola county	19135	osceola county
12089	osceola county	26125	osceola county
26129	otsego county	36069	otsego county
20135	ottawa county	26131	ottawa county
20135	ottawa county	39115	ottawa county
26131	ottawa county	40107	ottawa county
39115	ottawa county	40107	ottawa county
28099	panola county	48357	panola county
8085	park county	56021	park county
30059	park county	56021	park county
27105	pennington county	46095	pennington county
1097	perry county	5097	perry county
1097	perry county	17137	perry county
1097	perry county	21185	perry county
1097	perry county	28103	perry county
1097	perry county	29149	perry county
1097	perry county	39119	perry county
1097	perry county	42091	perry county
1097	perry county	47127	perry county
5097	perry county	18115	perry county
17137	perry county	18115	perry county
18115	perry county	21185	perry county
18115	perry county	28103	perry county
18115	perry county	29149	perry county
18115	perry county	39119	perry county
18115	perry county	42091	perry county
18115	perry county	47127	perry county
5099	phillips county	8087	phillips county
5099	phillips county	20139	phillips county
5099	phillips county	30063	phillips county
1099	pickens county	13219	pickens county
1099	pickens county	45069	pickens county
13221	pierce county	53045	pierce county
13221	pierce county	55085	pierce county
31131	pierce county	53045	pierce county
31131	pierce county	55085	pierce county
38061	pierce county	53045	pierce county
38061	pierce county	55085	pierce county
1101	pike county	5101	pike county
1101	pike county	13223	pike county
1101	pike county	17141	pike county
1101	pike county	18117	pike county
1101	pike county	21187	pike county
1101	pike county	29155	pike county
1101	pike county	39123	pike county
5101	pike county	28105	pike county
5101	pike county	42095	pike county
13223	pike county	28105	pike county
13223	pike county	42095	pike county
17141	pike county	28105	pike county
17141	pike county	42095	pike county
18117	pike county	28105	pike county
18117	pike county	42095	pike county
21187	pike county	28105	pike county
21187	pike county	42095	pike county
28105	pike county	29155	pike county
28105	pike county	39123	pike county
29155	pike county	42095	pike county
39123	pike county	42095	pike county
29157	platte county	31133	platte county
29157	platte county	56023	platte county
19141	plymouth county	25015	plymouth county
5105	polk county	12097	polk county
5105	polk county	19145	polk county
5105	polk county	27111	polk county
5105	polk county	37141	polk county
5105	polk county	41045	polk county
5105	polk county	55087	polk county
12097	polk county	13225	polk county
12097	polk county	29159	polk county
12097	polk county	31135	polk county
12097	polk county	47131	polk county
12097	polk county	48365	polk county
13225	polk county	19145	polk county
13225	polk county	27111	polk county
13225	polk county	37141	polk county
13225	polk county	41045	polk county
13225	polk county	55087	polk county
19145	polk county	29159	polk county
19145	polk county	31135	polk county
19145	polk county	47131	polk county
19145	polk county	48365	polk county
27111	polk county	29159	polk county
27111	polk county	31135	polk county
27111	polk county	47131	polk county
27111	polk county	48365	polk county
29159	polk county	37141	polk county
29159	polk county	41045	polk county
29159	polk county	55087	polk county
31135	polk county	37141	polk county
31135	polk county	41045	polk county
31135	polk county	55087	polk county
37141	polk county	47131	polk county
37141	polk county	48365	polk county
41045	polk county	47131	polk county
41045	polk county	48365	polk county
47131	polk county	55087	polk county
48365	polk county	55087	polk county
5107	pope county	27113	pope county
17143	pope county	27113	pope county
5111	pulaski county	13227	pulaski county
5111	pulaski county	18123	pulaski county
5111	pulaski county	21191	pulaski county
5111	pulaski county	29161	pulaski county
5111	pulaski county	51147	pulaski county
13227	pulaski county	17145	pulaski county
17145	pulaski county	18123	pulaski county
17145	pulaski county	21191	pulaski county
17145	pulaski county	29161	pulaski county
17145	pulaski county	51147	pulaski county
12099	putnam county	17147	putnam county
12099	putnam county	36071	putnam county
13229	putnam county	17147	putnam county
13229	putnam county	36071	putnam county
17147	putnam county	18125	putnam county
17147	putnam county	29163	putnam county
17147	putnam county	39129	putnam county
17147	putnam county	47133	putnam county
17147	putnam county	54071	putnam county
18125	putnam county	36071	putnam county
29163	putnam county	36071	putnam county
36071	putnam county	39129	putnam county
36071	putnam county	47133	putnam county
36071	putnam county	54071	putnam county
27115	ramsey county	38063	ramsey county
1103	randolph county	13235	randolph county
5113	randolph county	13235	randolph county
13235	randolph county	17149	randolph county
13235	randolph county	18127	randolph county
13235	randolph county	29167	randolph county
13235	randolph county	37143	randolph county
13235	randolph county	54075	randolph county
20151	rice county	27123	rice county
17151	richland county	45071	richland county
17151	richland county	55095	richland county
30075	richland county	45071	richland county
30075	richland county	55095	richland county
38069	richland county	45071	richland county
38069	richland county	55095	richland county
39131	richland county	45071	richland county
39131	richland county	55095	richland county
46101	roberts county	48385	roberts county
27125	rock county	55097	rock county
31141	rock county	55097	rock county
33007	rockingham county	51157	rockingham county
37149	rockingham county	51157	rockingham county
30077	roosevelt county	35033	roosevelt county
21197	rowan county	37151	rowan county
1105	russell county	20159	russell county
1105	russell county	21199	russell county
1105	russell county	51159	russell county
37153	rutherford county	47141	rutherford county
5117	saline county	31143	saline county
17157	saline county	31143	saline county
20161	saline county	31143	saline county
29187	saline county	31143	saline county
8103	san juan county	35037	san juan county
35037	san juan county	49029	san juan county
35037	san juan county	53047	san juan county
17161	schuyler county	36089	schuyler county
29189	schuyler county	36089	schuyler county
29191	scotland county	37157	scotland county
5119	scott county	19155	scott county
5119	scott county	21201	scott county
5119	scott county	27131	scott county
5119	scott county	28115	scott county
17163	scott county	19155	scott county
17163	scott county	21201	scott county
17163	scott county	27131	scott county
17163	scott county	28115	scott county
18135	scott county	19155	scott county
18135	scott county	21201	scott county
18135	scott county	27131	scott county
18135	scott county	28115	scott county
19155	scott county	20163	scott county
19155	scott county	29193	scott county
19155	scott county	47143	scott county
19155	scott county	51161	scott county
20163	scott county	21201	scott county
20163	scott county	27131	scott county
20163	scott county	28115	scott county
21201	scott county	29193	scott county
21201	scott county	47143	scott county
21201	scott county	51161	scott county
27131	scott county	29193	scott county
27131	scott county	47143	scott county
27131	scott county	51161	scott county
28115	scott county	29193	scott county
28115	scott county	47143	scott county
28115	scott county	51161	scott county
8107	sedgwick county	20165	sedgwick county
12109	seminole county	40125	seminole county
13245	seminole county	40125	seminole county
36091	seneca county	39139	seneca county
1109	shelby county	47149	shelby county
17165	shelby county	47149	shelby county
18137	shelby county	47149	shelby county
19157	shelby county	47149	shelby county
21203	shelby county	47149	shelby county
29197	shelby county	47149	shelby county
39141	shelby county	47149	shelby county
47149	shelby county	48411	shelby county
21205	simpson county	28119	simpson county
19159	sioux county	38077	sioux county
31157	sioux county	38077	sioux county
23017	somerset county	42103	somerset county
24031	somerset county	42103	somerset county
34027	somerset county	42103	somerset county
1107	st. clair county	17155	st. clair county
1107	st. clair county	26139	st. clair county
17155	st. clair county	29177	st. clair county
26139	st. clair county	29177	st. clair county
20177	stafford county	51171	stafford county
17167	stark county	39143	stark county
38081	stark county	39143	stark county
20181	stevens county	27141	stevens county
27141	stevens county	53057	stevens county
13251	stewart county	47153	stewart county
18145	sullivan county	33011	sullivan county
18145	sullivan county	36097	sullivan county
29203	sullivan county	33011	sullivan county
29203	sullivan county	36097	sullivan county
33011	sullivan county	42105	sullivan county
33011	sullivan county	47155	sullivan county
36097	sullivan county	42105	sullivan county
36097	sullivan county	47155	sullivan county
1111	sumter county	12111	sumter county
12111	sumter county	13253	sumter county
12111	sumter county	45077	sumter county
37163	surry county	51173	surry county
12115	taylor county	13261	taylor county
13261	taylor county	19165	taylor county
13261	taylor county	21209	taylor county
13261	taylor county	48433	taylor county
13261	taylor county	54083	taylor county
13261	taylor county	55111	taylor county
17171	tazewell county	51177	tazewell county
13265	terrell county	48435	terrell county
16073	teton county	30091	teton county
30091	teton county	56031	teton county
13267	thomas county	20185	thomas county
13267	thomas county	31163	thomas county
36099	tioga county	42109	tioga county
21211	todd county	46113	todd county
27145	todd county	46113	todd county
6097	trinity county	48447	trinity county
13279	turner county	46117	turner county
5131	union county	12117	union county
5131	union county	13283	union county
5131	union county	17173	union county
5131	union county	18153	union county
5131	union county	21217	union county
5131	union county	28137	union county
5131	union county	35051	union county
5131	union county	39151	union county
5131	union county	41053	union county
5131	union county	46119	union county
5131	union county	47165	union county
12117	union county	19167	union county
12117	union county	34031	union county
12117	union county	37171	union county
12117	union county	42111	union county
12117	union county	45079	union county
13283	union county	19167	union county
13283	union county	34031	union county
13283	union county	37171	union county
13283	union county	42111	union county
13283	union county	45079	union county
17173	union county	19167	union county
17173	union county	34031	union county
17173	union county	37171	union county
17173	union county	42111	union county
17173	union county	45079	union county
18153	union county	19167	union county
18153	union county	34031	union county
18153	union county	37171	union county
18153	union county	42111	union county
18153	union county	45079	union county
19167	union county	21217	union county
19167	union county	28137	union county
19167	union county	35051	union county
19167	union county	39151	union county
19167	union county	41053	union county
19167	union county	46119	union county
19167	union county	47165	union county
21217	union county	34031	union county
21217	union county	37171	union county
21217	union county	42111	union county
21217	union county	45079	union county
28137	union county	34031	union county
28137	union county	37171	union county
28137	union county	42111	union county
28137	union county	45079	union county
34031	union county	35051	union county
34031	union county	39151	union county
34031	union county	41053	union county
34031	union county	46119	union county
34031	union county	47165	union county
35051	union county	37171	union county
35051	union county	42111	union county
35051	union county	45079	union county
37171	union county	39151	union county
37171	union county	41053	union county
37171	union county	46119	union county
37171	union county	47165	union county
39151	union county	42111	union county
39151	union county	45079	union county
41053	union county	42111	union county
41053	union county	45079	union county
42111	union county	46119	union county
42111	union county	47165	union county
45079	union county	46119	union county
45079	union county	47165	union county
16077	valley county	30097	valley county
16077	valley county	31167	valley county
5133	van buren county	26151	van buren county
19169	van buren county	26151	van buren county
26151	van buren county	47167	van buren county
29209	vernon county	55115	vernon county
46121	walworth county	55119	walworth county
13293	warren county	18163	warren county
13293	warren county	29211	warren county
13293	warren county	39157	warren county
13293	warren county	42115	warren county
13293	warren county	47169	warren county
13293	warren county	51179	warren county
17179	warren county	18163	warren county
17179	warren county	29211	warren county
17179	warren county	39157	warren county
17179	warren county	42115	warren county
17179	warren county	47169	warren county
17179	warren county	51179	warren county
18163	warren county	19173	warren county
18163	warren county	21219	warren county
18163	warren county	28141	warren county
18163	warren county	34033	warren county
18163	warren county	36105	warren county
18163	warren county	37177	warren county
19173	warren county	29211	warren county
19173	warren county	39157	warren county
19173	warren county	42115	warren county
19173	warren county	47169	warren county
19173	warren county	51179	warren county
21219	warren county	29211	warren county
21219	warren county	39157	warren county
21219	warren county	42115	warren county
21219	warren county	47169	warren county
21219	warren county	51179	warren county
28141	warren county	29211	warren county
28141	warren county	39157	warren county
28141	warren county	42115	warren county
28141	warren county	47169	warren county
28141	warren county	51179	warren county
29211	warren county	34033	warren county
29211	warren county	36105	warren county
29211	warren county	37177	warren county
34033	warren county	39157	warren county
34033	warren county	42115	warren county
34033	warren county	47169	warren county
34033	warren county	51179	warren county
36105	warren county	39157	warren county
36105	warren county	42115	warren county
36105	warren county	47169	warren county
36105	warren county	51179	warren county
37177	warren county	39157	warren county
37177	warren county	42115	warren county
37177	warren county	47169	warren county
37177	warren county	51179	warren county
1121	washington county	5135	washington county
1121	washington county	13295	washington county
1121	washington county	19175	washington county
1121	washington county	23021	washington county
1121	washington county	27155	washington county
1121	washington county	28143	washington county
1121	washington county	36107	washington county
1121	washington county	37179	washington county
1121	washington county	41059	washington county
1121	washington county	42117	washington county
1121	washington county	44001	washington county
1121	washington county	50015	washington county
5135	washington county	8113	washington county
5135	washington county	12125	washington county
5135	washington county	16079	washington county
5135	washington county	17181	washington county
5135	washington county	18167	washington county
5135	washington county	20193	washington county
5135	washington county	21221	washington county
5135	washington county	24035	washington county
5135	washington county	29213	washington county
5135	washington county	31169	washington county
5135	washington county	39159	washington county
5135	washington county	40139	washington county
5135	washington county	47171	washington county
5135	washington county	48469	washington county
5135	washington county	49045	washington county
5135	washington county	51183	washington county
5135	washington county	55123	washington county
8113	washington county	13295	washington county
8113	washington county	19175	washington county
8113	washington county	23021	washington county
8113	washington county	27155	washington county
8113	washington county	28143	washington county
8113	washington county	36107	washington county
8113	washington county	37179	washington county
8113	washington county	41059	washington county
8113	washington county	42117	washington county
8113	washington county	44001	washington county
8113	washington county	50015	washington county
12125	washington county	13295	washington county
12125	washington county	19175	washington county
12125	washington county	23021	washington county
12125	washington county	27155	washington county
12125	washington county	28143	washington county
12125	washington county	36107	washington county
12125	washington county	37179	washington county
12125	washington county	41059	washington county
12125	washington county	42117	washington county
12125	washington county	44001	washington county
12125	washington county	50015	washington county
13295	washington county	16079	washington county
13295	washington county	17181	washington county
13295	washington county	18167	washington county
13295	washington county	20193	washington county
13295	washington county	21221	washington county
13295	washington county	24035	washington county
13295	washington county	29213	washington county
13295	washington county	31169	washington county
13295	washington county	39159	washington county
13295	washington county	40139	washington county
13295	washington county	47171	washington county
13295	washington county	48469	washington county
13295	washington county	49045	washington county
13295	washington county	51183	washington county
13295	washington county	55123	washington county
16079	washington county	19175	washington county
16079	washington county	23021	washington county
16079	washington county	27155	washington county
16079	washington county	28143	washington county
16079	washington county	36107	washington county
16079	washington county	37179	washington county
16079	washington county	41059	washington county
16079	washington county	42117	washington county
16079	washington county	44001	washington county
16079	washington county	50015	washington county
17181	washington county	19175	washington county
17181	washington county	23021	washington county
17181	washington county	27155	washington county
17181	washington county	28143	washington county
17181	washington county	36107	washington county
17181	washington county	37179	washington county
17181	washington county	41059	washington county
17181	washington county	42117	washington county
17181	washington county	44001	washington county
17181	washington county	50015	washington county
18167	washington county	19175	washington county
18167	washington county	23021	washington county
18167	washington county	27155	washington county
18167	washington county	28143	washington county
18167	washington county	36107	washington county
18167	washington county	37179	washington county
18167	washington county	41059	washington county
18167	washington county	42117	washington county
18167	washington county	44001	washington county
18167	washington county	50015	washington county
19175	washington county	20193	washington county
19175	washington county	21221	washington county
19175	washington county	24035	washington county
19175	washington county	29213	washington county
19175	washington county	31169	washington county
19175	washington county	39159	washington county
19175	washington county	40139	washington county
19175	washington county	47171	washington county
19175	washington county	48469	washington county
19175	washington county	49045	washington county
19175	washington county	51183	washington county
19175	washington county	55123	washington county
20193	washington county	23021	washington county
20193	washington county	27155	washington county
20193	washington county	28143	washington county
20193	washington county	36107	washington county
20193	washington county	37179	washington county
20193	washington county	41059	washington county
20193	washington county	42117	washington county
20193	washington county	44001	washington county
20193	washington county	50015	washington county
21221	washington county	23021	washington county
21221	washington county	27155	washington county
21221	washington county	28143	washington county
21221	washington county	36107	washington county
21221	washington county	37179	washington county
21221	washington county	41059	washington county
21221	washington county	42117	washington county
21221	washington county	44001	washington county
21221	washington county	50015	washington county
23021	washington county	24035	washington county
23021	washington county	29213	washington county
23021	washington county	31169	washington county
23021	washington county	39159	washington county
23021	washington county	40139	washington county
23021	washington county	47171	washington county
23021	washington county	48469	washington county
23021	washington county	49045	washington county
23021	washington county	51183	washington county
23021	washington county	55123	washington county
24035	washington county	27155	washington county
24035	washington county	28143	washington county
24035	washington county	36107	washington county
24035	washington county	37179	washington county
24035	washington county	41059	washington county
24035	washington county	42117	washington county
24035	washington county	44001	washington county
24035	washington county	50015	washington county
27155	washington county	29213	washington county
27155	washington county	31169	washington county
27155	washington county	39159	washington county
27155	washington county	40139	washington county
27155	washington county	47171	washington county
27155	washington county	48469	washington county
27155	washington county	49045	washington county
27155	washington county	51183	washington county
27155	washington county	55123	washington county
28143	washington county	29213	washington county
28143	washington county	31169	washington county
28143	washington county	39159	washington county
28143	washington county	40139	washington county
28143	washington county	47171	washington county
28143	washington county	48469	washington county
28143	washington county	49045	washington county
28143	washington county	51183	washington county
28143	washington county	55123	washington county
29213	washington county	36107	washington county
29213	washington county	37179	washington county
29213	washington county	41059	washington county
29213	washington county	42117	washington county
29213	washington county	44001	washington county
29213	washington county	50015	washington county
31169	washington county	36107	washington county
31169	washington county	37179	washington county
31169	washington county	41059	washington county
31169	washington county	42117	washington county
31169	washington county	44001	washington county
31169	washington county	50015	washington county
36107	washington county	39159	washington county
36107	washington county	40139	washington county
36107	washington county	47171	washington county
36107	washington county	48469	washington county
36107	washington county	49045	washington county
36107	washington county	51183	washington county
36107	washington county	55123	washington county
37179	washington county	39159	washington county
37179	washington county	40139	washington county
37179	washington county	47171	washington county
37179	washington county	48469	washington county
37179	washington county	49045	washington county
37179	washington county	51183	washington county
37179	washington county	55123	washington county
39159	washington county	41059	washington county
39159	washington county	42117	washington county
39159	washington county	44001	washington county
39159	washington county	50015	washington county
40139	washington county	41059	washington county
40139	washington county	42117	washington county
40139	washington county	44001	washington county
40139	washington county	50015	washington county
41059	washington county	47171	washington county
41059	washington county	48469	washington county
41059	washington county	49045	washington county
41059	washington county	51183	washington county
41059	washington county	55123	washington county
42117	washington county	47171	washington county
42117	washington county	48469	washington county
42117	washington county	49045	washington county
42117	washington county	51183	washington county
42117	washington county	55123	washington county
44001	washington county	47171	washington county
44001	washington county	48469	washington county
44001	washington county	49045	washington county
44001	washington county	51183	washington county
44001	washington county	55123	washington county
47171	washington county	50015	washington county
48469	washington county	50015	washington county
49045	washington county	50015	washington county
50015	washington county	51183	washington county
50015	washington county	55123	washington county
13297	wayne county	18169	wayne county
13297	wayne county	26155	wayne county
13297	wayne county	28145	wayne county
13297	wayne county	36109	wayne county
13297	wayne county	37183	wayne county
17183	wayne county	18169	wayne county
17183	wayne county	26155	wayne county
17183	wayne county	28145	wayne county
17183	wayne county	36109	wayne county
17183	wayne county	37183	wayne county
18169	wayne county	19177	wayne county
18169	wayne county	21223	wayne county
18169	wayne county	29215	wayne county
18169	wayne county	31171	wayne county
18169	wayne county	39161	wayne county
18169	wayne county	42119	wayne county
18169	wayne county	47173	wayne county
18169	wayne county	49047	wayne county
18169	wayne county	54091	wayne county
19177	wayne county	26155	wayne county
19177	wayne county	28145	wayne county
19177	wayne county	36109	wayne county
19177	wayne county	37183	wayne county
21223	wayne county	26155	wayne county
21223	wayne county	28145	wayne county
21223	wayne county	36109	wayne county
21223	wayne county	37183	wayne county
26155	wayne county	29215	wayne county
26155	wayne county	31171	wayne county
26155	wayne county	39161	wayne county
26155	wayne county	42119	wayne county
26155	wayne county	47173	wayne county
26155	wayne county	49047	wayne county
26155	wayne county	54091	wayne county
28145	wayne county	29215	wayne county
28145	wayne county	31171	wayne county
28145	wayne county	39161	wayne county
28145	wayne county	42119	wayne county
28145	wayne county	47173	wayne county
28145	wayne county	49047	wayne county
28145	wayne county	54091	wayne county
29215	wayne county	36109	wayne county
29215	wayne county	37183	wayne county
31171	wayne county	36109	wayne county
31171	wayne county	37183	wayne county
36109	wayne county	39161	wayne county
36109	wayne county	42119	wayne county
36109	wayne county	47173	wayne county
36109	wayne county	49047	wayne county
36109	wayne county	54091	wayne county
37183	wayne county	39161	wayne county
37183	wayne county	42119	wayne county
37183	wayne county	47173	wayne county
37183	wayne county	49047	wayne county
37183	wayne county	54091	wayne county
13299	webster county	21225	webster county
13299	webster county	28147	webster county
13299	webster county	29217	webster county
13299	webster county	31173	webster county
13299	webster county	54093	webster county
19179	webster county	21225	webster county
19179	webster county	28147	webster county
19179	webster county	29217	webster county
19179	webster county	31173	webster county
19179	webster county	54093	webster county
1123	wilcox county	13307	wilcox county
13309	wilkes county	37185	wilkes county
17191	williamson county	48483	williamson county
47179	williamson county	48483	williamson county
20197	wilson county	37187	wilson county
37187	wilson county	47181	wilson county
37187	wilson county	48485	wilson county
1125	winston county	28151	winston county
39165	wood county	48491	wood county
39165	wood county	54099	wood county
48491	wood county	55133	wood county
54099	wood county	55133	wood county
17195	woodford county	21231	woodford county
13313	worth county	19187	worth county
19187	worth county	29219	worth county
23023	york county	31177	york county
31177	york county	42125	york county
31177	york county	45083	york county
31177	york county	51191	york county
4019	yuma county	8117	yuma county
